"ID";"WoonlandVanGasten";"RegioS";"Perioden";"Gasten_1";"Overnachtingen_2"
"155770";"L008706";"GM0363";"2020MM03";"1";"3"
"155772";"L008706";"GM0363";"2020MM04";"0";"0"
"155773";"L008706";"GM0363";"2020MM05";"0";"0"
"159864";"B000070";"GM0363";"2018MM10";"8";"16"
"159865";"B000070";"GM0363";"2018MM11";"9";"17"
"159866";"B000070";"GM0363";"2018MM12";"7";"14"
"159869";"B000070";"GM0363";"2019MM01";"6";"11"
"159870";"B000070";"GM0363";"2019MM02";"9";"17"
"159871";"B000070";"GM0363";"2019MM03";"11";"22"
"159873";"B000070";"GM0363";"2019MM04";"13";"28"
"159874";"B000070";"GM0363";"2019MM05";"11";"23"
"159875";"B000070";"GM0363";"2019MM06";"9";"17"
"159877";"B000070";"GM0363";"2019MM07";"8";"19"
"159878";"B000070";"GM0363";"2019MM08";"14";"28"
"159879";"B000070";"GM0363";"2019MM09";"9";"19"
"159881";"B000070";"GM0363";"2019MM10";"9";"20"
"159882";"B000070";"GM0363";"2019MM11";"9";"20"
"159883";"B000070";"GM0363";"2019MM12";"9";"18"
"159886";"B000070";"GM0363";"2020MM01";"6";"13"
"159887";"B000070";"GM0363";"2020MM02";"5";"12"
"159888";"B000070";"GM0363";"2020MM03";"3";"7"
"159890";"B000070";"GM0363";"2020MM04";"0";"0"
"159891";"B000070";"GM0363";"2020MM05";"1";"1"
"163982";"L008520";"GM0363";"2018MM10";"120";"229"
"163983";"L008520";"GM0363";"2018MM11";"91";"166"
"163984";"L008520";"GM0363";"2018MM12";"77";"146"
"163987";"L008520";"GM0363";"2019MM01";"77";"151"
"163988";"L008520";"GM0363";"2019MM02";"76";"143"
"163989";"L008520";"GM0363";"2019MM03";"106";"200"
"163991";"L008520";"GM0363";"2019MM04";"126";"251"
"163992";"L008520";"GM0363";"2019MM05";"150";"301"
"163993";"L008520";"GM0363";"2019MM06";"155";"300"
"163995";"L008520";"GM0363";"2019MM07";"161";"326"
"163996";"L008520";"GM0363";"2019MM08";"136";"281"
"163997";"L008520";"GM0363";"2019MM09";"142";"276"
"163999";"L008520";"GM0363";"2019MM10";"126";"256"
"164000";"L008520";"GM0363";"2019MM11";"103";"193"
"164001";"L008520";"GM0363";"2019MM12";"85";"167"
"164004";"L008520";"GM0363";"2020MM01";"82";"163"
"164005";"L008520";"GM0363";"2020MM02";"77";"152"
"164006";"L008520";"GM0363";"2020MM03";"34";"71"
"164008";"L008520";"GM0363";"2020MM04";"0";"0"
"164009";"L008520";"GM0363";"2020MM05";"2";"3"
"168100";"L008571";"GM0363";"2018MM10";"11";"21"
"168101";"L008571";"GM0363";"2018MM11";"7";"14"
"168102";"L008571";"GM0363";"2018MM12";"4";"8"
"168105";"L008571";"GM0363";"2019MM01";"5";"9"
"168106";"L008571";"GM0363";"2019MM02";"5";"9"
"168107";"L008571";"GM0363";"2019MM03";"6";"12"
"168109";"L008571";"GM0363";"2019MM04";"9";"18"
"168110";"L008571";"GM0363";"2019MM05";"12";"26"
"168111";"L008571";"GM0363";"2019MM06";"12";"24"
"168113";"L008571";"GM0363";"2019MM07";"13";"27"
"168114";"L008571";"GM0363";"2019MM08";"11";"24"
"168115";"L008571";"GM0363";"2019MM09";"14";"29"
"168117";"L008571";"GM0363";"2019MM10";"10";"21"
"168118";"L008571";"GM0363";"2019MM11";"7";"13"
"168119";"L008571";"GM0363";"2019MM12";"5";"10"
"168122";"L008571";"GM0363";"2020MM01";"4";"9"
"168123";"L008571";"GM0363";"2020MM02";"4";"9"
"168124";"L008571";"GM0363";"2020MM03";"2";"4"
"168126";"L008571";"GM0363";"2020MM04";"0";"0"
"168127";"L008571";"GM0363";"2020MM05";"0";"0"
"172218";"L008778";"GM0363";"2018MM10";"87";"163"
"172219";"L008778";"GM0363";"2018MM11";"65";"115"
"172220";"L008778";"GM0363";"2018MM12";"54";"99"
"172223";"L008778";"GM0363";"2019MM01";"49";"93"
"172224";"L008778";"GM0363";"2019MM02";"52";"94"
"172225";"L008778";"GM0363";"2019MM03";"79";"146"
"172227";"L008778";"GM0363";"2019MM04";"92";"179"
"172228";"L008778";"GM0363";"2019MM05";"106";"206"
"172229";"L008778";"GM0363";"2019MM06";"114";"214"
"172231";"L008778";"GM0363";"2019MM07";"114";"223"
"172232";"L008778";"GM0363";"2019MM08";"96";"193"
"172233";"L008778";"GM0363";"2019MM09";"102";"194"
"172235";"L008778";"GM0363";"2019MM10";"88";"176"
"172236";"L008778";"GM0363";"2019MM11";"74";"137"
"172237";"L008778";"GM0363";"2019MM12";"60";"115"
"172240";"L008778";"GM0363";"2020MM01";"54";"105"
"172241";"L008778";"GM0363";"2020MM02";"54";"105"
"172242";"L008778";"GM0363";"2020MM03";"23";"47"
"172244";"L008778";"GM0363";"2020MM04";"0";"0"
"172245";"L008778";"GM0363";"2020MM05";"1";"2"
"176336";"L008562";"GM0363";"2018MM10";"8";"19"
"176337";"L008562";"GM0363";"2018MM11";"8";"17"
"176338";"L008562";"GM0363";"2018MM12";"8";"16"
"176341";"L008562";"GM0363";"2019MM01";"10";"24"
"176342";"L008562";"GM0363";"2019MM02";"8";"17"
"176343";"L008562";"GM0363";"2019MM03";"10";"21"
"176345";"L008562";"GM0363";"2019MM04";"12";"27"
"176346";"L008562";"GM0363";"2019MM05";"13";"32"
"176347";"L008562";"GM0363";"2019MM06";"12";"26"
"176349";"L008562";"GM0363";"2019MM07";"15";"34"
"176350";"L008562";"GM0363";"2019MM08";"10";"23"
"176351";"L008562";"GM0363";"2019MM09";"10";"22"
"176353";"L008562";"GM0363";"2019MM10";"12";"27"
"176354";"L008562";"GM0363";"2019MM11";"9";"19"
"176355";"L008562";"GM0363";"2019MM12";"9";"20"
"176358";"L008562";"GM0363";"2020MM01";"11";"25"
"176359";"L008562";"GM0363";"2020MM02";"7";"16"
"176360";"L008562";"GM0363";"2020MM03";"3";"8"
"176362";"L008562";"GM0363";"2020MM04";"0";"0"
"176363";"L008562";"GM0363";"2020MM05";"0";"0"
"180454";"B000071";"GM0363";"2018MM10";"14";"27"
"180455";"B000071";"GM0363";"2018MM11";"11";"20"
"180456";"B000071";"GM0363";"2018MM12";"11";"22"
"180459";"B000071";"GM0363";"2019MM01";"12";"25"
"180460";"B000071";"GM0363";"2019MM02";"12";"23"
"180461";"B000071";"GM0363";"2019MM03";"11";"21"
"180463";"B000071";"GM0363";"2019MM04";"14";"27"
"180464";"B000071";"GM0363";"2019MM05";"19";"37"
"180465";"B000071";"GM0363";"2019MM06";"17";"36"
"180467";"B000071";"GM0363";"2019MM07";"20";"42"
"180468";"B000071";"GM0363";"2019MM08";"19";"41"
"180469";"B000071";"GM0363";"2019MM09";"16";"31"
"180471";"B000071";"GM0363";"2019MM10";"16";"31"
"180472";"B000071";"GM0363";"2019MM11";"12";"24"
"180473";"B000071";"GM0363";"2019MM12";"11";"21"
"180476";"B000071";"GM0363";"2020MM01";"12";"25"
"180477";"B000071";"GM0363";"2020MM02";"11";"23"
"180478";"B000071";"GM0363";"2020MM03";"6";"11"
"180480";"B000071";"GM0363";"2020MM04";"0";"0"
"180481";"B000071";"GM0363";"2020MM05";"0";"0"
"184572";"L008524";"GM0363";"2018MM10";"61";"119"
"184573";"L008524";"GM0363";"2018MM11";"50";"96"
"184574";"L008524";"GM0363";"2018MM12";"53";"108"
"184577";"L008524";"GM0363";"2019MM01";"49";"98"
"184578";"L008524";"GM0363";"2019MM02";"51";"98"
"184579";"L008524";"GM0363";"2019MM03";"60";"118"
"184581";"L008524";"GM0363";"2019MM04";"72";"144"
"184582";"L008524";"GM0363";"2019MM05";"67";"132"
"184583";"L008524";"GM0363";"2019MM06";"71";"145"
"184585";"L008524";"GM0363";"2019MM07";"78";"163"
"184586";"L008524";"GM0363";"2019MM08";"77";"165"
"184587";"L008524";"GM0363";"2019MM09";"67";"138"
"184589";"L008524";"GM0363";"2019MM10";"66";"134"
"184590";"L008524";"GM0363";"2019MM11";"56";"112"
"184591";"L008524";"GM0363";"2019MM12";"61";"125"
"184594";"L008524";"GM0363";"2020MM01";"49";"100"
"184595";"L008524";"GM0363";"2020MM02";"43";"89"
"184596";"L008524";"GM0363";"2020MM03";"15";"29"
"184598";"L008524";"GM0363";"2020MM04";"1";"1"
"184599";"L008524";"GM0363";"2020MM05";"1";"3"
"188690";"L008639";"GM0363";"2018MM10";"4";"7"
"188691";"L008639";"GM0363";"2018MM11";"4";"7"
"188692";"L008639";"GM0363";"2018MM12";"3";"6"
"188695";"L008639";"GM0363";"2019MM01";"4";"7"
"188696";"L008639";"GM0363";"2019MM02";"5";"9"
"188697";"L008639";"GM0363";"2019MM03";"5";"8"
"188699";"L008639";"GM0363";"2019MM04";"6";"11"
"188700";"L008639";"GM0363";"2019MM05";"7";"12"
"188701";"L008639";"GM0363";"2019MM06";"5";"10"
"188703";"L008639";"GM0363";"2019MM07";"5";"9"
"188704";"L008639";"GM0363";"2019MM08";"6";"12"
"188705";"L008639";"GM0363";"2019MM09";"6";"11"
"188707";"L008639";"GM0363";"2019MM10";"5";"8"
"188708";"L008639";"GM0363";"2019MM11";"5";"8"
"188709";"L008639";"GM0363";"2019MM12";"4";"7"
"188712";"L008639";"GM0363";"2020MM01";"3";"7"
"188713";"L008639";"GM0363";"2020MM02";"4";"8"
"188714";"L008639";"GM0363";"2020MM03";"2";"3"
"188716";"L008639";"GM0363";"2020MM04";"0";"0"
"188717";"L008639";"GM0363";"2020MM05";"0";"0"
"192808";"L008632";"GM0363";"2018MM10";"3";"5"
"192809";"L008632";"GM0363";"2018MM11";"2";"3"
"192810";"L008632";"GM0363";"2018MM12";"3";"5"
"192813";"L008632";"GM0363";"2019MM01";"3";"6"
"192814";"L008632";"GM0363";"2019MM02";"2";"3"
"192815";"L008632";"GM0363";"2019MM03";"3";"5"
"192817";"L008632";"GM0363";"2019MM04";"4";"6"
"192818";"L008632";"GM0363";"2019MM05";"3";"5"
"192819";"L008632";"GM0363";"2019MM06";"4";"8"
"192821";"L008632";"GM0363";"2019MM07";"2";"5"
"192822";"L008632";"GM0363";"2019MM08";"2";"3"
"192823";"L008632";"GM0363";"2019MM09";"2";"4"
"192825";"L008632";"GM0363";"2019MM10";"2";"4"
"192826";"L008632";"GM0363";"2019MM11";"2";"5"
"192827";"L008632";"GM0363";"2019MM12";"3";"6"
"192830";"L008632";"GM0363";"2020MM01";"2";"5"
"192831";"L008632";"GM0363";"2020MM02";"2";"3"
"192832";"L008632";"GM0363";"2020MM03";"1";"1"
"192834";"L008632";"GM0363";"2020MM04";"0";"0"
"192835";"L008632";"GM0363";"2020MM05";"0";"0"
"196926";"L008628";"GM0363";"2018MM10";"2";"3"
"196927";"L008628";"GM0363";"2018MM11";"2";"3"
"196928";"L008628";"GM0363";"2018MM12";"2";"3"
"196931";"L008628";"GM0363";"2019MM01";"2";"3"
"196932";"L008628";"GM0363";"2019MM02";"2";"3"
"196933";"L008628";"GM0363";"2019MM03";"3";"4"
"196935";"L008628";"GM0363";"2019MM04";"3";"6"
"196936";"L008628";"GM0363";"2019MM05";"3";"6"
"196937";"L008628";"GM0363";"2019MM06";"3";"6"
"196939";"L008628";"GM0363";"2019MM07";"4";"7"
"196940";"L008628";"GM0363";"2019MM08";"3";"6"
"196941";"L008628";"GM0363";"2019MM09";"3";"4"
"196943";"L008628";"GM0363";"2019MM10";"3";"4"
"196944";"L008628";"GM0363";"2019MM11";"2";"3"
"196945";"L008628";"GM0363";"2019MM12";"3";"4"
"196948";"L008628";"GM0363";"2020MM01";"2";"4"
"196949";"L008628";"GM0363";"2020MM02";"2";"2"
"196950";"L008628";"GM0363";"2020MM03";"1";"1"
"196952";"L008628";"GM0363";"2020MM04";"0";"0"
"196953";"L008628";"GM0363";"2020MM05";"0";"0"
"201044";"L008635";"GM0363";"2018MM10";"12";"27"
"201045";"L008635";"GM0363";"2018MM11";"10";"25"
"201046";"L008635";"GM0363";"2018MM12";"11";"28"
"201049";"L008635";"GM0363";"2019MM01";"10";"26"
"201050";"L008635";"GM0363";"2019MM02";"9";"21"
"201051";"L008635";"GM0363";"2019MM03";"13";"32"
"201053";"L008635";"GM0363";"2019MM04";"10";"25"
"201054";"L008635";"GM0363";"2019MM05";"10";"25"
"201055";"L008635";"GM0363";"2019MM06";"10";"25"
"201057";"L008635";"GM0363";"2019MM07";"13";"34"
"201058";"L008635";"GM0363";"2019MM08";"11";"27"
"201059";"L008635";"GM0363";"2019MM09";"12";"31"
"201061";"L008635";"GM0363";"2019MM10";"11";"30"
"201062";"L008635";"GM0363";"2019MM11";"10";"25"
"201063";"L008635";"GM0363";"2019MM12";"12";"31"
"201066";"L008635";"GM0363";"2020MM01";"10";"26"
"201067";"L008635";"GM0363";"2020MM02";"9";"20"
"201068";"L008635";"GM0363";"2020MM03";"2";"5"
"201070";"L008635";"GM0363";"2020MM04";"0";"0"
"201071";"L008635";"GM0363";"2020MM05";"0";"0"
"205162";"L008755";"GM0363";"2018MM10";"2";"4"
"205163";"L008755";"GM0363";"2018MM11";"1";"3"
"205164";"L008755";"GM0363";"2018MM12";"1";"2"
"205167";"L008755";"GM0363";"2019MM01";"2";"3"
"205168";"L008755";"GM0363";"2019MM02";"2";"4"
"205169";"L008755";"GM0363";"2019MM03";"2";"3"
"205171";"L008755";"GM0363";"2019MM04";"3";"6"
"205172";"L008755";"GM0363";"2019MM05";"3";"5"
"205173";"L008755";"GM0363";"2019MM06";"3";"5"
"205175";"L008755";"GM0363";"2019MM07";"3";"7"
"205176";"L008755";"GM0363";"2019MM08";"3";"6"
"205177";"L008755";"GM0363";"2019MM09";"2";"4"
"205179";"L008755";"GM0363";"2019MM10";"2";"4"
"205180";"L008755";"GM0363";"2019MM11";"2";"3"
"205181";"L008755";"GM0363";"2019MM12";"2";"4"
"205184";"L008755";"GM0363";"2020MM01";"2";"3"
"205185";"L008755";"GM0363";"2020MM02";"1";"3"
"205186";"L008755";"GM0363";"2020MM03";"0";"0"
"205188";"L008755";"GM0363";"2020MM04";"0";"0"
"205189";"L008755";"GM0363";"2020MM05";"0";"0"
"209280";"L008575";"GM0363";"2018MM10";"13";"21"
"209281";"L008575";"GM0363";"2018MM11";"10";"16"
"209282";"L008575";"GM0363";"2018MM12";"10";"16"
"209285";"L008575";"GM0363";"2019MM01";"8";"14"
"209286";"L008575";"GM0363";"2019MM02";"11";"21"
"209287";"L008575";"GM0363";"2019MM03";"11";"18"
"209289";"L008575";"GM0363";"2019MM04";"14";"26"
"209290";"L008575";"GM0363";"2019MM05";"14";"24"
"209291";"L008575";"GM0363";"2019MM06";"13";"23"
"209293";"L008575";"GM0363";"2019MM07";"15";"25"
"209294";"L008575";"GM0363";"2019MM08";"16";"29"
"209295";"L008575";"GM0363";"2019MM09";"15";"27"
"209297";"L008575";"GM0363";"2019MM10";"13";"22"
"209298";"L008575";"GM0363";"2019MM11";"11";"19"
"209299";"L008575";"GM0363";"2019MM12";"10";"16"
"209302";"L008575";"GM0363";"2020MM01";"9";"16"
"209303";"L008575";"GM0363";"2020MM02";"7";"14"
"209304";"L008575";"GM0363";"2020MM03";"3";"4"
"209306";"L008575";"GM0363";"2020MM04";"1";"1"
"209307";"L008575";"GM0363";"2020MM05";"1";"1"
"213398";"L008789";"GM0363";"2018MM10";"3";"5"
"213399";"L008789";"GM0363";"2018MM11";"2";"3"
"213400";"L008789";"GM0363";"2018MM12";"2";"3"
"213403";"L008789";"GM0363";"2019MM01";"2";"4"
"213404";"L008789";"GM0363";"2019MM02";"2";"4"
"213405";"L008789";"GM0363";"2019MM03";"2";"4"
"213407";"L008789";"GM0363";"2019MM04";"2";"4"
"213408";"L008789";"GM0363";"2019MM05";"3";"5"
"213409";"L008789";"GM0363";"2019MM06";"2";"4"
"213411";"L008789";"GM0363";"2019MM07";"3";"6"
"213412";"L008789";"GM0363";"2019MM08";"3";"6"
"213413";"L008789";"GM0363";"2019MM09";"3";"5"
"213415";"L008789";"GM0363";"2019MM10";"2";"5"
"213416";"L008789";"GM0363";"2019MM11";"2";"5"
"213417";"L008789";"GM0363";"2019MM12";"2";"4"
"213420";"L008789";"GM0363";"2020MM01";"3";"5"
"213421";"L008789";"GM0363";"2020MM02";"2";"4"
"213422";"L008789";"GM0363";"2020MM03";"0";"0"
"213424";"L008789";"GM0363";"2020MM04";"0";"0"
"213425";"L008789";"GM0363";"2020MM05";"0";"0"
"217516";"L008631";"GM0363";"2018MM10";"7";"14"
"217517";"L008631";"GM0363";"2018MM11";"6";"11"
"217518";"L008631";"GM0363";"2018MM12";"5";"9"
"217521";"L008631";"GM0363";"2019MM01";"4";"9"
"217522";"L008631";"GM0363";"2019MM02";"5";"9"
"217523";"L008631";"GM0363";"2019MM03";"6";"12"
"217525";"L008631";"GM0363";"2019MM04";"8";"16"
"217526";"L008631";"GM0363";"2019MM05";"9";"19"
"217527";"L008631";"GM0363";"2019MM06";"10";"22"
"217529";"L008631";"GM0363";"2019MM07";"9";"19"
"217530";"L008631";"GM0363";"2019MM08";"7";"15"
"217531";"L008631";"GM0363";"2019MM09";"8";"18"
"217533";"L008631";"GM0363";"2019MM10";"7";"14"
"217534";"L008631";"GM0363";"2019MM11";"7";"13"
"217535";"L008631";"GM0363";"2019MM12";"7";"15"
"217538";"L008631";"GM0363";"2020MM01";"4";"8"
"217539";"L008631";"GM0363";"2020MM02";"5";"10"
"217540";"L008631";"GM0363";"2020MM03";"1";"2"
"217542";"L008631";"GM0363";"2020MM04";"0";"0"
"217543";"L008631";"GM0363";"2020MM05";"0";"0"
"221634";"B000072";"GM0363";"2018MM10";"17";"33"
"221635";"B000072";"GM0363";"2018MM11";"13";"24"
"221636";"B000072";"GM0363";"2018MM12";"17";"36"
"221639";"B000072";"GM0363";"2019MM01";"14";"28"
"221640";"B000072";"GM0363";"2019MM02";"13";"24"
"221641";"B000072";"GM0363";"2019MM03";"16";"32"
"221643";"B000072";"GM0363";"2019MM04";"22";"45"
"221644";"B000072";"GM0363";"2019MM05";"15";"30"
"221645";"B000072";"GM0363";"2019MM06";"19";"41"
"221647";"B000072";"GM0363";"2019MM07";"23";"51"
"221648";"B000072";"GM0363";"2019MM08";"26";"61"
"221649";"B000072";"GM0363";"2019MM09";"16";"34"
"221651";"B000072";"GM0363";"2019MM10";"21";"42"
"221652";"B000072";"GM0363";"2019MM11";"15";"31"
"221653";"B000072";"GM0363";"2019MM12";"18";"37"
"221656";"B000072";"GM0363";"2020MM01";"13";"26"
"221657";"B000072";"GM0363";"2020MM02";"12";"26"
"221658";"B000072";"GM0363";"2020MM03";"5";"11"
"221660";"B000072";"GM0363";"2020MM04";"0";"0"
"221661";"B000072";"GM0363";"2020MM05";"0";"0"
"225752";"L008531";"GM0363";"2018MM10";"12";"23"
"225753";"L008531";"GM0363";"2018MM11";"8";"16"
"225754";"L008531";"GM0363";"2018MM12";"11";"25"
"225757";"L008531";"GM0363";"2019MM01";"12";"25"
"225758";"L008531";"GM0363";"2019MM02";"6";"12"
"225759";"L008531";"GM0363";"2019MM03";"6";"13"
"225761";"L008531";"GM0363";"2019MM04";"9";"19"
"225762";"L008531";"GM0363";"2019MM05";"14";"29"
"225763";"L008531";"GM0363";"2019MM06";"20";"41"
"225765";"L008531";"GM0363";"2019MM07";"27";"57"
"225766";"L008531";"GM0363";"2019MM08";"17";"38"
"225767";"L008531";"GM0363";"2019MM09";"17";"36"
"225769";"L008531";"GM0363";"2019MM10";"13";"26"
"225770";"L008531";"GM0363";"2019MM11";"10";"19"
"225771";"L008531";"GM0363";"2019MM12";"11";"24"
"225774";"L008531";"GM0363";"2020MM01";"10";"24"
"225775";"L008531";"GM0363";"2020MM02";"5";"11"
"225776";"L008531";"GM0363";"2020MM03";"2";"5"
"225778";"L008531";"GM0363";"2020MM04";"0";"0"
"225779";"L008531";"GM0363";"2020MM05";"0";"0"
"229870";"L008545";"GM0363";"2018MM10";"9";"19"
"229871";"L008545";"GM0363";"2018MM11";"6";"12"
"229872";"L008545";"GM0363";"2018MM12";"9";"20"
"229875";"L008545";"GM0363";"2019MM01";"10";"21"
"229876";"L008545";"GM0363";"2019MM02";"5";"9"
"229877";"L008545";"GM0363";"2019MM03";"5";"9"
"229879";"L008545";"GM0363";"2019MM04";"7";"15"
"229880";"L008545";"GM0363";"2019MM05";"11";"24"
"229881";"L008545";"GM0363";"2019MM06";"15";"32"
"229883";"L008545";"GM0363";"2019MM07";"22";"47"
"229884";"L008545";"GM0363";"2019MM08";"14";"30"
"229885";"L008545";"GM0363";"2019MM09";"14";"29"
"229887";"L008545";"GM0363";"2019MM10";"10";"20"
"229888";"L008545";"GM0363";"2019MM11";"7";"13"
"229889";"L008545";"GM0363";"2019MM12";"9";"20"
"229892";"L008545";"GM0363";"2020MM01";"9";"20"
"229893";"L008545";"GM0363";"2020MM02";"4";"9"
"229894";"L008545";"GM0363";"2020MM03";"2";"4"
"229896";"L008545";"GM0363";"2020MM04";"0";"0"
"229897";"L008545";"GM0363";"2020MM05";"0";"0"
"233988";"L008697";"GM0363";"2018MM10";"2";"3"
"233989";"L008697";"GM0363";"2018MM11";"1";"2"
"233990";"L008697";"GM0363";"2018MM12";"1";"2"
"233993";"L008697";"GM0363";"2019MM01";"1";"2"
"233994";"L008697";"GM0363";"2019MM02";"1";"1"
"233995";"L008697";"GM0363";"2019MM03";"1";"2"
"233997";"L008697";"GM0363";"2019MM04";"1";"3"
"233998";"L008697";"GM0363";"2019MM05";"2";"4"
"233999";"L008697";"GM0363";"2019MM06";"3";"5"
"234001";"L008697";"GM0363";"2019MM07";"3";"7"
"234002";"L008697";"GM0363";"2019MM08";"2";"5"
"234003";"L008697";"GM0363";"2019MM09";"2";"5"
"234005";"L008697";"GM0363";"2019MM10";"2";"3"
"234006";"L008697";"GM0363";"2019MM11";"1";"3"
"234007";"L008697";"GM0363";"2019MM12";"1";"2"
"234010";"L008697";"GM0363";"2020MM01";"1";"3"
"234011";"L008697";"GM0363";"2020MM02";"1";"1"
"234012";"L008697";"GM0363";"2020MM03";"0";"0"
"234014";"L008697";"GM0363";"2020MM04";"0";"0"
"234015";"L008697";"GM0363";"2020MM05";"0";"0"
"238106";"B000073";"GM0363";"2018MM10";"1";"2"
"238107";"B000073";"GM0363";"2018MM11";"0";"0"
"238108";"B000073";"GM0363";"2018MM12";"1";"2"
"238111";"B000073";"GM0363";"2019MM01";"1";"2"
"238112";"B000073";"GM0363";"2019MM02";"1";"1"
"238113";"B000073";"GM0363";"2019MM03";"1";"2"
"238115";"B000073";"GM0363";"2019MM04";"0";"0"
"238116";"B000073";"GM0363";"2019MM05";"1";"1"
"238117";"B000073";"GM0363";"2019MM06";"2";"3"
"238119";"B000073";"GM0363";"2019MM07";"1";"3"
"238120";"B000073";"GM0363";"2019MM08";"1";"3"
"238121";"B000073";"GM0363";"2019MM09";"1";"2"
"238123";"B000073";"GM0363";"2019MM10";"1";"3"
"238124";"B000073";"GM0363";"2019MM11";"2";"3"
"238125";"B000073";"GM0363";"2019MM12";"1";"2"
"238128";"B000073";"GM0363";"2020MM01";"1";"1"
"238129";"B000073";"GM0363";"2020MM02";"0";"0"
"238130";"B000073";"GM0363";"2020MM03";"0";"0"
"238132";"B000073";"GM0363";"2020MM04";"0";"0"
"238133";"B000073";"GM0363";"2020MM05";"0";"0"
"242224";"L008519";"GM0363";"2018MM10";"7";"15"
"242225";"L008519";"GM0363";"2018MM11";"6";"12"
"242226";"L008519";"GM0363";"2018MM12";"8";"17"
"242229";"L008519";"GM0363";"2019MM01";"6";"13"
"242230";"L008519";"GM0363";"2019MM02";"6";"12"
"242231";"L008519";"GM0363";"2019MM03";"6";"13"
"242233";"L008519";"GM0363";"2019MM04";"8";"17"
"242234";"L008519";"GM0363";"2019MM05";"6";"13"
"242235";"L008519";"GM0363";"2019MM06";"9";"19"
"242237";"L008519";"GM0363";"2019MM07";"9";"20"
"242238";"L008519";"GM0363";"2019MM08";"11";"25"
"242239";"L008519";"GM0363";"2019MM09";"8";"17"
"242241";"L008519";"GM0363";"2019MM10";"9";"19"
"242242";"L008519";"GM0363";"2019MM11";"7";"15"
"242243";"L008519";"GM0363";"2019MM12";"9";"19"
"242246";"L008519";"GM0363";"2020MM01";"7";"15"
"242247";"L008519";"GM0363";"2020MM02";"6";"13"
"242248";"L008519";"GM0363";"2020MM03";"3";"6"
"242250";"L008519";"GM0363";"2020MM04";"0";"0"
"242251";"L008519";"GM0363";"2020MM05";"0";"0"
"246342";"L008787";"GM0363";"2018MM10";"2";"4"
"246343";"L008787";"GM0363";"2018MM11";"1";"2"
"246344";"L008787";"GM0363";"2018MM12";"2";"3"
"246347";"L008787";"GM0363";"2019MM01";"1";"3"
"246348";"L008787";"GM0363";"2019MM02";"2";"3"
"246349";"L008787";"GM0363";"2019MM03";"2";"4"
"246351";"L008787";"GM0363";"2019MM04";"2";"4"
"246352";"L008787";"GM0363";"2019MM05";"2";"4"
"246353";"L008787";"GM0363";"2019MM06";"3";"8"
"246355";"L008787";"GM0363";"2019MM07";"3";"6"
"246356";"L008787";"GM0363";"2019MM08";"2";"5"
"246357";"L008787";"GM0363";"2019MM09";"3";"6"
"246359";"L008787";"GM0363";"2019MM10";"2";"4"
"246360";"L008787";"GM0363";"2019MM11";"2";"3"
"246361";"L008787";"GM0363";"2019MM12";"3";"6"
"246364";"L008787";"GM0363";"2020MM01";"2";"4"
"246365";"L008787";"GM0363";"2020MM02";"2";"3"
"246366";"L008787";"GM0363";"2020MM03";"1";"1"
"246368";"L008787";"GM0363";"2020MM04";"0";"0"
"246369";"L008787";"GM0363";"2020MM05";"0";"0"
"250460";"B000074";"GM0363";"2018MM10";"5";"11"
"250461";"B000074";"GM0363";"2018MM11";"5";"10"
"250462";"B000074";"GM0363";"2018MM12";"6";"14"
"250465";"B000074";"GM0363";"2019MM01";"5";"10"
"250466";"B000074";"GM0363";"2019MM02";"4";"9"
"250467";"B000074";"GM0363";"2019MM03";"5";"10"
"250469";"B000074";"GM0363";"2019MM04";"6";"13"
"250470";"B000074";"GM0363";"2019MM05";"4";"9"
"250471";"B000074";"GM0363";"2019MM06";"5";"11"
"250473";"B000074";"GM0363";"2019MM07";"7";"14"
"250474";"B000074";"GM0363";"2019MM08";"9";"20"
"250475";"B000074";"GM0363";"2019MM09";"6";"11"
"250477";"B000074";"GM0363";"2019MM10";"7";"15"
"250478";"B000074";"GM0363";"2019MM11";"6";"12"
"250479";"B000074";"GM0363";"2019MM12";"6";"13"
"250482";"B000074";"GM0363";"2020MM01";"5";"12"
"250483";"B000074";"GM0363";"2020MM02";"5";"10"
"250484";"B000074";"GM0363";"2020MM03";"2";"4"
"250486";"B000074";"GM0363";"2020MM04";"0";"0"
"250487";"B000074";"GM0363";"2020MM05";"0";"0"
