"ID";"WoonlandVanGasten";"RegioS";"Perioden";"Gasten_1";"Overnachtingen_2"
"3380";"T001047";"GM0363";"2018MM10";"771";"1471"
"3381";"T001047";"GM0363";"2018MM11";"684";"1286"
"3382";"T001047";"GM0363";"2018MM12";"642";"1248"
"3385";"T001047";"GM0363";"2019MM01";"645";"1259"
"3386";"T001047";"GM0363";"2019MM02";"674";"1286"
"3387";"T001047";"GM0363";"2019MM03";"785";"1544"
"3389";"T001047";"GM0363";"2019MM04";"823";"1666"
"3390";"T001047";"GM0363";"2019MM05";"820";"1637"
"3391";"T001047";"GM0363";"2019MM06";"807";"1581"
"3393";"T001047";"GM0363";"2019MM07";"843";"1733"
"3394";"T001047";"GM0363";"2019MM08";"808";"1767"
"3395";"T001047";"GM0363";"2019MM09";"770";"1521"
"3397";"T001047";"GM0363";"2019MM10";"803";"1597"
"3398";"T001047";"GM0363";"2019MM11";"730";"1409"
"3399";"T001047";"GM0363";"2019MM12";"700";"1376"
"3402";"T001047";"GM0363";"2020MM01";"616";"1220"
"3403";"T001047";"GM0363";"2020MM02";"638";"1275"
"3404";"T001047";"GM0363";"2020MM03";"277";"553"
"3406";"T001047";"GM0363";"2020MM04";"13";"30"
"3407";"T001047";"GM0363";"2020MM05";"51";"89"
"7498";"L008691";"GM0363";"2018MM10";"150";"254"
"7499";"L008691";"GM0363";"2018MM11";"143";"244"
"7500";"L008691";"GM0363";"2018MM12";"129";"216"
"7503";"L008691";"GM0363";"2019MM01";"124";"207"
"7504";"L008691";"GM0363";"2019MM02";"125";"213"
"7505";"L008691";"GM0363";"2019MM03";"141";"243"
"7507";"L008691";"GM0363";"2019MM04";"136";"254"
"7508";"L008691";"GM0363";"2019MM05";"144";"258"
"7509";"L008691";"GM0363";"2019MM06";"150";"267"
"7511";"L008691";"GM0363";"2019MM07";"136";"243"
"7512";"L008691";"GM0363";"2019MM08";"131";"249"
"7513";"L008691";"GM0363";"2019MM09";"140";"251"
"7515";"L008691";"GM0363";"2019MM10";"140";"242"
"7516";"L008691";"GM0363";"2019MM11";"135";"230"
"7517";"L008691";"GM0363";"2019MM12";"134";"228"
"7520";"L008691";"GM0363";"2020MM01";"120";"209"
"7521";"L008691";"GM0363";"2020MM02";"124";"224"
"7522";"L008691";"GM0363";"2020MM03";"65";"114"
"7524";"L008691";"GM0363";"2020MM04";"9";"19"
"7525";"L008691";"GM0363";"2020MM05";"34";"56"
"11616";"B000069";"GM0363";"2018MM10";"621";"1217"
"11617";"B000069";"GM0363";"2018MM11";"541";"1041"
"11618";"B000069";"GM0363";"2018MM12";"513";"1032"
"11621";"B000069";"GM0363";"2019MM01";"521";"1052"
"11622";"B000069";"GM0363";"2019MM02";"549";"1073"
"11623";"B000069";"GM0363";"2019MM03";"643";"1301"
"11625";"B000069";"GM0363";"2019MM04";"687";"1411"
"11626";"B000069";"GM0363";"2019MM05";"676";"1379"
"11627";"B000069";"GM0363";"2019MM06";"657";"1314"
"11629";"B000069";"GM0363";"2019MM07";"706";"1490"
"11630";"B000069";"GM0363";"2019MM08";"678";"1518"
"11631";"B000069";"GM0363";"2019MM09";"630";"1270"
"11633";"B000069";"GM0363";"2019MM10";"663";"1354"
"11634";"B000069";"GM0363";"2019MM11";"595";"1179"
"11635";"B000069";"GM0363";"2019MM12";"566";"1148"
"11638";"B000069";"GM0363";"2020MM01";"496";"1011"
"11639";"B000069";"GM0363";"2020MM02";"513";"1051"
"11640";"B000069";"GM0363";"2020MM03";"211";"438"
"11642";"B000069";"GM0363";"2020MM04";"4";"11"
"11643";"B000069";"GM0363";"2020MM05";"17";"33"
"15734";"L008525";"GM0363";"2018MM10";"421";"831"
"15735";"L008525";"GM0363";"2018MM11";"386";"751"
"15736";"L008525";"GM0363";"2018MM12";"365";"737"
"15739";"L008525";"GM0363";"2019MM01";"377";"765"
"15740";"L008525";"GM0363";"2019MM02";"410";"808"
"15741";"L008525";"GM0363";"2019MM03";"465";"957"
"15743";"L008525";"GM0363";"2019MM04";"471";"981"
"15744";"L008525";"GM0363";"2019MM05";"438";"904"
"15745";"L008525";"GM0363";"2019MM06";"403";"809"
"15747";"L008525";"GM0363";"2019MM07";"431";"925"
"15748";"L008525";"GM0363";"2019MM08";"437";"1010"
"15749";"L008525";"GM0363";"2019MM09";"395";"802"
"15751";"L008525";"GM0363";"2019MM10";"450";"919"
"15752";"L008525";"GM0363";"2019MM11";"419";"840"
"15753";"L008525";"GM0363";"2019MM12";"400";"813"
"15756";"L008525";"GM0363";"2020MM01";"347";"708"
"15757";"L008525";"GM0363";"2020MM02";"382";"785"
"15758";"L008525";"GM0363";"2020MM03";"158";"328"
"15760";"L008525";"GM0363";"2020MM04";"3";"7"
"15761";"L008525";"GM0363";"2020MM05";"14";"26"
"19852";"L008592";"GM0363";"2018MM10";"84";"165"
"19853";"L008592";"GM0363";"2018MM11";"55";"100"
"19854";"L008592";"GM0363";"2018MM12";"60";"110"
"19857";"L008592";"GM0363";"2019MM01";"55";"103"
"19858";"L008592";"GM0363";"2019MM02";"60";"112"
"19859";"L008592";"GM0363";"2019MM03";"78";"155"
"19861";"L008592";"GM0363";"2019MM04";"82";"165"
"19862";"L008592";"GM0363";"2019MM05";"79";"158"
"19863";"L008592";"GM0363";"2019MM06";"91";"182"
"19865";"L008592";"GM0363";"2019MM07";"93";"198"
"19866";"L008592";"GM0363";"2019MM08";"90";"201"
"19867";"L008592";"GM0363";"2019MM09";"88";"181"
"19869";"L008592";"GM0363";"2019MM10";"94";"191"
"19870";"L008592";"GM0363";"2019MM11";"59";"116"
"19871";"L008592";"GM0363";"2019MM12";"65";"128"
"19874";"L008592";"GM0363";"2020MM01";"55";"105"
"19875";"L008592";"GM0363";"2020MM02";"59";"120"
"19876";"L008592";"GM0363";"2020MM03";"28";"58"
"19878";"L008592";"GM0363";"2020MM04";"1";"1"
"19879";"L008592";"GM0363";"2020MM05";"5";"8"
"23970";"L008552";"GM0363";"2018MM10";"20";"30"
"23971";"L008552";"GM0363";"2018MM11";"20";"30"
"23972";"L008552";"GM0363";"2018MM12";"21";"31"
"23975";"L008552";"GM0363";"2019MM01";"22";"34"
"23976";"L008552";"GM0363";"2019MM02";"21";"32"
"23977";"L008552";"GM0363";"2019MM03";"23";"37"
"23979";"L008552";"GM0363";"2019MM04";"23";"35"
"23980";"L008552";"GM0363";"2019MM05";"20";"30"
"23981";"L008552";"GM0363";"2019MM06";"18";"28"
"23983";"L008552";"GM0363";"2019MM07";"20";"32"
"23984";"L008552";"GM0363";"2019MM08";"20";"32"
"23985";"L008552";"GM0363";"2019MM09";"17";"26"
"23987";"L008552";"GM0363";"2019MM10";"21";"32"
"23988";"L008552";"GM0363";"2019MM11";"23";"35"
"23989";"L008552";"GM0363";"2019MM12";"23";"35"
"23992";"L008552";"GM0363";"2020MM01";"21";"33"
"23993";"L008552";"GM0363";"2020MM02";"24";"38"
"23994";"L008552";"GM0363";"2020MM03";"8";"12"
"23996";"L008552";"GM0363";"2020MM04";"0";"0"
"23997";"L008552";"GM0363";"2020MM05";"1";"2"
"28088";"L008663";"GM0363";"2018MM10";"2";"3"
"28089";"L008663";"GM0363";"2018MM11";"2";"3"
"28090";"L008663";"GM0363";"2018MM12";"4";"6"
"28093";"L008663";"GM0363";"2019MM01";"2";"3"
"28094";"L008663";"GM0363";"2019MM02";"2";"3"
"28095";"L008663";"GM0363";"2019MM03";"2";"3"
"28097";"L008663";"GM0363";"2019MM04";"2";"4"
"28098";"L008663";"GM0363";"2019MM05";"2";"3"
"28099";"L008663";"GM0363";"2019MM06";"2";"3"
"28101";"L008663";"GM0363";"2019MM07";"2";"3"
"28102";"L008663";"GM0363";"2019MM08";"2";"4"
"28103";"L008663";"GM0363";"2019MM09";"2";"3"
"28105";"L008663";"GM0363";"2019MM10";"2";"4"
"28106";"L008663";"GM0363";"2019MM11";"2";"3"
"28107";"L008663";"GM0363";"2019MM12";"2";"3"
"28110";"L008663";"GM0363";"2020MM01";"1";"2"
"28111";"L008663";"GM0363";"2020MM02";"2";"3"
"28112";"L008663";"GM0363";"2020MM03";"0";"0"
"28114";"L008663";"GM0363";"2020MM04";"0";"0"
"28115";"L008663";"GM0363";"2020MM05";"0";"0"
"32206";"L008776";"GM0363";"2018MM10";"112";"224"
"32207";"L008776";"GM0363";"2018MM11";"109";"218"
"32208";"L008776";"GM0363";"2018MM12";"97";"198"
"32211";"L008776";"GM0363";"2019MM01";"111";"229"
"32212";"L008776";"GM0363";"2019MM02";"134";"269"
"32213";"L008776";"GM0363";"2019MM03";"142";"295"
"32215";"L008776";"GM0363";"2019MM04";"122";"253"
"32216";"L008776";"GM0363";"2019MM05";"124";"258"
"32217";"L008776";"GM0363";"2019MM06";"107";"218"
"32219";"L008776";"GM0363";"2019MM07";"118";"253"
"32220";"L008776";"GM0363";"2019MM08";"107";"246"
"32221";"L008776";"GM0363";"2019MM09";"109";"220"
"32223";"L008776";"GM0363";"2019MM10";"126";"260"
"32224";"L008776";"GM0363";"2019MM11";"119";"241"
"32225";"L008776";"GM0363";"2019MM12";"112";"228"
"32228";"L008776";"GM0363";"2020MM01";"101";"211"
"32229";"L008776";"GM0363";"2020MM02";"123";"257"
"32230";"L008776";"GM0363";"2020MM03";"51";"109"
"32232";"L008776";"GM0363";"2020MM04";"1";"1"
"32233";"L008776";"GM0363";"2020MM05";"2";"4"
"36324";"L008629";"GM0363";"2018MM10";"13";"26"
"36325";"L008629";"GM0363";"2018MM11";"13";"26"
"36326";"L008629";"GM0363";"2018MM12";"10";"21"
"36329";"L008629";"GM0363";"2019MM01";"16";"36"
"36330";"L008629";"GM0363";"2019MM02";"17";"36"
"36331";"L008629";"GM0363";"2019MM03";"17";"36"
"36333";"L008629";"GM0363";"2019MM04";"11";"23"
"36334";"L008629";"GM0363";"2019MM05";"10";"21"
"36335";"L008629";"GM0363";"2019MM06";"8";"18"
"36337";"L008629";"GM0363";"2019MM07";"11";"23"
"36338";"L008629";"GM0363";"2019MM08";"9";"20"
"36339";"L008629";"GM0363";"2019MM09";"9";"19"
"36341";"L008629";"GM0363";"2019MM10";"11";"23"
"36342";"L008629";"GM0363";"2019MM11";"12";"25"
"36343";"L008629";"GM0363";"2019MM12";"9";"20"
"36346";"L008629";"GM0363";"2020MM01";"13";"29"
"36347";"L008629";"GM0363";"2020MM02";"14";"30"
"36348";"L008629";"GM0363";"2020MM03";"6";"12"
"36350";"L008629";"GM0363";"2020MM04";"0";"0"
"36351";"L008629";"GM0363";"2020MM05";"0";"0"
"40442";"L008605";"GM0363";"2018MM10";"39";"75"
"40443";"L008605";"GM0363";"2018MM11";"37";"69"
"40444";"L008605";"GM0363";"2018MM12";"41";"80"
"40447";"L008605";"GM0363";"2019MM01";"40";"75"
"40448";"L008605";"GM0363";"2019MM02";"41";"77"
"40449";"L008605";"GM0363";"2019MM03";"40";"74"
"40451";"L008605";"GM0363";"2019MM04";"45";"92"
"40452";"L008605";"GM0363";"2019MM05";"38";"75"
"40453";"L008605";"GM0363";"2019MM06";"34";"64"
"40455";"L008605";"GM0363";"2019MM07";"34";"67"
"40456";"L008605";"GM0363";"2019MM08";"45";"99"
"40457";"L008605";"GM0363";"2019MM09";"29";"53"
"40459";"L008605";"GM0363";"2019MM10";"44";"85"
"40460";"L008605";"GM0363";"2019MM11";"44";"85"
"40461";"L008605";"GM0363";"2019MM12";"44";"87"
"40464";"L008605";"GM0363";"2020MM01";"38";"71"
"40465";"L008605";"GM0363";"2020MM02";"40";"76"
"40466";"L008605";"GM0363";"2020MM03";"16";"30"
"40468";"L008605";"GM0363";"2020MM04";"0";"0"
"40469";"L008605";"GM0363";"2020MM05";"1";"1"
"44560";"L008791";"GM0363";"2018MM10";"15";"31"
"44561";"L008791";"GM0363";"2018MM11";"11";"20"
"44562";"L008791";"GM0363";"2018MM12";"10";"21"
"44565";"L008791";"GM0363";"2019MM01";"9";"19"
"44566";"L008791";"GM0363";"2019MM02";"9";"18"
"44567";"L008791";"GM0363";"2019MM03";"11";"23"
"44569";"L008791";"GM0363";"2019MM04";"18";"39"
"44570";"L008791";"GM0363";"2019MM05";"15";"30"
"44571";"L008791";"GM0363";"2019MM06";"13";"28"
"44573";"L008791";"GM0363";"2019MM07";"13";"32"
"44574";"L008791";"GM0363";"2019MM08";"11";"25"
"44575";"L008791";"GM0363";"2019MM09";"11";"23"
"44577";"L008791";"GM0363";"2019MM10";"14";"32"
"44578";"L008791";"GM0363";"2019MM11";"11";"23"
"44579";"L008791";"GM0363";"2019MM12";"12";"24"
"44582";"L008791";"GM0363";"2020MM01";"8";"18"
"44583";"L008791";"GM0363";"2020MM02";"9";"18"
"44584";"L008791";"GM0363";"2020MM03";"3";"6"
"44586";"L008791";"GM0363";"2020MM04";"0";"0"
"44587";"L008791";"GM0363";"2020MM05";"0";"0"
"48678";"L008661";"GM0363";"2018MM10";"0";"0"
"48679";"L008661";"GM0363";"2018MM11";"1";"1"
"48680";"L008661";"GM0363";"2018MM12";"1";"1"
"48683";"L008661";"GM0363";"2019MM01";"0";"0"
"48684";"L008661";"GM0363";"2019MM02";"0";"0"
"48685";"L008661";"GM0363";"2019MM03";"0";"0"
"48687";"L008661";"GM0363";"2019MM04";"0";"0"
"48688";"L008661";"GM0363";"2019MM05";"0";"0"
"48689";"L008661";"GM0363";"2019MM06";"0";"0"
"48691";"L008661";"GM0363";"2019MM07";"0";"0"
"48692";"L008661";"GM0363";"2019MM08";"0";"0"
"48693";"L008661";"GM0363";"2019MM09";"0";"0"
"48695";"L008661";"GM0363";"2019MM10";"0";"0"
"48696";"L008661";"GM0363";"2019MM11";"0";"0"
"48697";"L008661";"GM0363";"2019MM12";"0";"0"
"48700";"L008661";"GM0363";"2020MM01";"0";"0"
"48701";"L008661";"GM0363";"2020MM02";"0";"0"
"48702";"L008661";"GM0363";"2020MM03";"0";"0"
"48704";"L008661";"GM0363";"2020MM04";"0";"0"
"48705";"L008661";"GM0363";"2020MM05";"0";"0"
"52796";"L008636";"GM0363";"2018MM10";"29";"63"
"52797";"L008636";"GM0363";"2018MM11";"34";"74"
"52798";"L008636";"GM0363";"2018MM12";"32";"80"
"52801";"L008636";"GM0363";"2019MM01";"33";"80"
"52802";"L008636";"GM0363";"2019MM02";"27";"59"
"52803";"L008636";"GM0363";"2019MM03";"36";"83"
"52805";"L008636";"GM0363";"2019MM04";"43";"98"
"52806";"L008636";"GM0363";"2019MM05";"31";"70"
"52807";"L008636";"GM0363";"2019MM06";"23";"49"
"52809";"L008636";"GM0363";"2019MM07";"25";"60"
"52810";"L008636";"GM0363";"2019MM08";"41";"118"
"52811";"L008636";"GM0363";"2019MM09";"24";"56"
"52813";"L008636";"GM0363";"2019MM10";"30";"65"
"52814";"L008636";"GM0363";"2019MM11";"36";"79"
"52815";"L008636";"GM0363";"2019MM12";"36";"83"
"52818";"L008636";"GM0363";"2020MM01";"28";"68"
"52819";"L008636";"GM0363";"2020MM02";"24";"54"
"52820";"L008636";"GM0363";"2020MM03";"7";"18"
"52822";"L008636";"GM0363";"2020MM04";"0";"0"
"52823";"L008636";"GM0363";"2020MM05";"1";"1"
"56914";"L008671";"GM0363";"2018MM10";"1";"2"
"56915";"L008671";"GM0363";"2018MM11";"2";"3"
"56916";"L008671";"GM0363";"2018MM12";"2";"4"
"56919";"L008671";"GM0363";"2019MM01";"1";"2"
"56920";"L008671";"GM0363";"2019MM02";"1";"2"
"56921";"L008671";"GM0363";"2019MM03";"1";"3"
"56923";"L008671";"GM0363";"2019MM04";"1";"2"
"56924";"L008671";"GM0363";"2019MM05";"1";"1"
"56925";"L008671";"GM0363";"2019MM06";"1";"1"
"56927";"L008671";"GM0363";"2019MM07";"1";"3"
"56928";"L008671";"GM0363";"2019MM08";"1";"2"
"56929";"L008671";"GM0363";"2019MM09";"1";"2"
"56931";"L008671";"GM0363";"2019MM10";"1";"1"
"56932";"L008671";"GM0363";"2019MM11";"1";"2"
"56933";"L008671";"GM0363";"2019MM12";"1";"2"
"56936";"L008671";"GM0363";"2020MM01";"0";"0"
